# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
气焊	rtoj	173764
气管炎	rtoo	4339152
气焰	rtoq	1876658
打得火热	rtor	641440
气炸	rtot	141990
气数	rtov	335614
插座	rtow	7764800
热身赛	rtpa	1995811
气割	rtpd	337600
搬家	rtpg	25121411
手写	rtpg	13305411
接待室	rtpg	2452564
控制室	rtpg	766550
后备军	rtpl	448809
执行官	rtpn	6434258
气密	rtpn	532216
杀身之祸	rtpp	844992
气窗	rtpw	141990
托福	rtpy	8122258
气色	rtqc	1360329
手铐	rtqf	3574588
攒钱	rtqg	2134823
手印	rtqg	1886588
插销	rtqi	433915
气象	rtqk	30284705
手镯	rtql	9581882
气馁	rtqn	4090917
手包	rtqn	1340470
挺多	rtqq	2492282
托钵	rtqs	191637
托儿	rtqt	819176
控制键	rtqv	440865
拖欠	rtqw	7377552
播撒	rtra	669242
播报	rtrb	8807388
拖把	rtrc	1737647
挺拔	rtrd	4220000
手摇	rtre	1360329
气质	rtrf	25617882
手持	rtrf	16085647
拨乱反正	rtrg	701016
搬掉	rtrh	146955
手抄	rtri	827120
手提	rtrj	16482823
招待所	rtrn	4498023
所向披靡	rtro	1598635
手控	rtrp	375331
手挽	rtrq	2214258
手抓	rtrr	5073929
气魄	rtrr	2909317
捶打	rtrs	608672
插手	rtrt	3941976
据我所知	rtrt	3147623
手气	rtrt	825134
拖拉	rtru	2601505
气势	rtrv	27901647
手势	rtrv	11518117
气垫	rtrv	1429835
气氛	rtrw	35547294
手指	rtrx	36639529
乒乓	rtry	4954776
气极	rtsb	1360329
手杖	rtsd	967124
手柄	rtsg	11816000
插槽	rtsg	7059811
手相	rtsh	2780235
气相	rtsh	1896517
扭秧歌	rtsk	285967
后生可畏	rtsl	367388
手札	rtsn	6156235
插柳	rtsq	1439764
手板	rtsr	629524
托梦	rtss	341571
气概	rtsv	5739200
手机	rtsw	496470588
手枪	rtsw	5411529
气枪	rtsw	238305
排行榜	rtsy	144969411
手术	rtsy	32965647
拖长	rtta	729811
托辞	rttd	348522
手笔	rtte	1499341
搬迁	rttf	14496941
气缸	rttf	1697929
手生	rttg	128089
手段	rtth	88868235
气息	rtth	27504470
拖延	rtth	6473976
挡箭牌	rtth	1012800
反躬自省	rtti	111209
气得	rttj	7447058
播种	rttk	7039952
气血	rttl	2879529
挺身	rttm	7327905
卑微	rttm	3127764
插秧	rttm	768536
托管	rttp	21844705
气管	rttp	9820188
搬移	rttq	2154682
插条	rtts	125110
所得税	rttu	13603294
托盘	rttu	4815764
热乎乎	rttu	1002870
打算盘	rttu	160856
护身符	rttw	1449694
执行委员会	rttw	554061
插入	rtty	83506352
手稿	rtty	2095105
拖入	rtty	1201458
手头	rtud	10128000
插头	rtud	3971764
播送	rtud	1370258
斤斗	rtuf	81421
白血病	rtug	4964705
接待站	rtuh	495477
播音	rtuj	3842682
气韵	rtuj	529237
手部	rtuk	3723529
气闷	rtun	675200
卑尊	rtus	13106
皓首	rtut	348522
挺立	rtuu	1975952
气阀	rtuw	1141882
手背	rtux	3902258
气门	rtuy	3614305
挺好	rtvb	14397647
手袋	rtwa	11418823
手创	rtwb	133054
报告会	rtwf	4299435
招待会	rtwf	3117835
托付	rtwf	2641223
执委会	rtwf	682150
手拿	rtwg	4160423
插叙	rtwg	146955
气候	rtwh	19263058
气促	rtwk	358451
挺像	rtwq	1330541
气体	rtws	29192470
插件	rtwt	78938823
撰稿人	rtww	2532000
托人	rtww	1896517
执行人	rtww	917477
气化	rtwx	1688000
揪住	rtwy	2283764
拖住	rtwy	1261035
摄制组	rtxe	723854
托幼	rtxe	492498
手续	rtxf	110216470
招待费	rtxj	558032
手绢	rtxk	1310682
手纸	rtxq	960174
气绝	rtxq	915491
括弧	rtxr	1290823
手绘	rtxw	7744941
手纹	rtxy	136032
播讲	rtyf	300861
手语	rtyg	1678070
报告文学	rtyi	2075247
挺高	rtym	1906447
手记	rtyn	9859905
手迹	rtyo	725840
搬离	rtyr	1370258
播放	rtyt	167807058
控制论	rtyw	269087
拉萨	ruab	11319529
接茬	ruad	238305
抖落	ruai	790381
披头散发	ruan	806268
接警	ruaq	965138
拦蓄	ruay	128089
掸子	rubb	148941
拦阻	rube	1042588
打头阵	rubl	562004
拉出	rubm	3147623
拼出	rubm	808254
抖出	rubm	538174
拼了	rubn	4229929
拼劲	ruca	145962
接通	ruce	5163294
接驳	rucg	793360
撞骗	rucg	31873
拉巴	rucn	1122023
撞破	rudb	1598635
拉套	rudd	42299
拉面	rudl	1966023
撑门面	rudl	287952
拼成	rudn	776480
魁北克	rudq	2323482
择善而从	rudw	118160
接龙	rudx	4587388
撞碎	rudy	342564
势单力薄	ruea	751656
撞毁	ruea	641440
拉架	ruek	365402
接力	ruen	5620047
拉力	ruen	3644094
接受	ruep	272065882
拦腰	rues	1211388
接办	ruew	158870
拦截	rufa	14596235
接地	rufb	4666823
白兰地	rufb	872795
拉动	rufc	19064470
抖动	rufc	4627105
拉去	rufc	1280894
抛头露面	rufd	619595
撞墙	ruff	2770305
拉起	rufh	5649835
拉直	rufh	646404
白兰地酒	rufi	195609
撞进	rufj	778465
接进	rufj	399162
掐头去尾	rufn	40015
接过	rufp	12113882
投资者	ruft	34157176
接壤	rufy	1757505
拉开	ruga	19759529
撞击	rugb	7893882
接到	rugc	39419764
撞到	rugc	5262588
损益表	ruge	752649
接替	rugg	7049882
拉琴	rugg	2184470
接球	rugg	1400047
拉夫	rugg	1270964
接下	rugh	6156235
拉下	rugh	3475294
拼死	rugq	3385929
撞死	rugq	2958964
接来	rugu	929392
拉平	rugu	394197
抗病毒	rugx	2313552
接班	rugy	12213176
撞上	ruhh	4984564
接上	ruhh	4160423
拉上	ruhh	3783105
接点	ruhk	3197270
打冷战	ruhk	136032
手疾眼快	ruhn	219440
皎洁	ruif	1429835
搁浅	ruig	3217129
搓澡	ruik	643425
接掌	ruip	907548
拦河	ruis	215468
搓洗	ruit	422000
接洽	ruiw	2790164
接济	ruiy	1141882
拉紧	rujc	1658211
摇头晃脑	ruje	990955
氧吧	rukc	2293694
接踵	rukh	6603058
拦路	rukh	894640
拌嘴	rukh	424978
接口	rukk	47859764
扩音器	rukk	595764
播音员	rukm	1340470
投递员	rukm	378310
接吻	rukq	10326588
接听	rukr	6871152
拉响	rukt	1002870
皇亲国戚	ruld	527251
搁置	rulf	2849741
撞车	rulg	3127764
拉车	rulg	882724
拦车	rulg	714917
拉回	rulk	3167482
打道回府	rulo	316748
接连	rulp	8201694
拼图	rult	4329223
接轨	rulv	8102400
接骨	rume	2065317
拼贴	rumh	559025
气壮山河	rumi	289938
提意见	rumq	10425882
接见	rumq	3435576
撞见	rumq	1539058
拉网	rumr	1102164
接收	runh	56399058
拉尿	runi	245256
批准书	runn	406112
拉屎	runo	1578776
抗逆性	runt	487534
接应	ruoi	2373129
撞断	ruon	385261
拉床	ruos	437887
拌料	ruou	451788
拉康	ruov	164828
白羊座	ruow	8400282
扑朔迷离	ruoy	2978823
拼字	rupb	782437
拼写	rupg	1757505
报效祖国	rupl	782437
接客	rupt	7079670
拉客	rupt	4537741
投资额	rupt	4458305
拼音字母	rupx	745698
皓首穷经	rupx	86783
接触	ruqe	82612705
拉锁	ruqi	252207
撞钟	ruqk	419021
拉链	ruql	4448376
拉锯	ruqn	1261035
拉钩	ruqq	258164
拌匀	ruqu	1767435
拼争	ruqv	210503
接报	rurb	635482
搓揉	rurc	1350400
拉拢	rurd	2661082
探头探脑	rure	437887
鬼头鬼脑	rure	276037
抗美援朝	rurf	1409976
拉扯	rurh	5987435
摇头摆尾	rurn	80031
抖擞	ruro	1697929
接近	rurp	63051764
拉近	rurp	5550541
接拍	rurr	1568847
拼搏	rurs	7695294
拼杀	rurs	1310682
氧气	rurt	8400282
拉手	rurt	6156235
接手	rurt	5421458
拼接	ruru	2055388
接招	rurv	1439764
拼抢	rurw	1002870
接棒	rusd	970103
拉票	rusf	1896517
拉杆	rusf	1688000
拉丁	rusg	13504000
搓板	rusr	75761
扩音机	rusw	247242
拉长	ruta	3485223
投亲靠友	rutd	215468
搁笔	rute	441858
接待	rutf	43590117
接生	rutg	975068
接种	rutk	8559152
拉秧	rutm	28795
撞翻	ruto	526258
接管	rutp	4170352
拉稀	rutr	471647
拼盘	rutu	1390117
拉关系	rutx	530230
接入	ruty	22936941
接送	ruud	8350635
接头	ruud	7685364
拼凑	ruud	2253976
鬼门关	ruud	964145
拼装	ruuf	1360329
拉美	ruug	3356141
接着	ruuh	54810352
接站	ruuh	488527
拼音	ruuj	26114352
气冲冲	ruuk	3376000
抱头痛哭	ruuk	626545
拉闸	ruul	907548
挂羊头卖狗肉	ruum	406112
热辣辣	ruus	552075
打交道	ruut	7605929
挠痒痒	ruuu	342564
折冲尊俎	ruuw	5580
报章杂志	ruvf	293910
拉杂	ruvs	114188
摇头丸	ruvy	1082305
白头翁	ruwc	416042
白头偕老	ruwf	830098
拼命	ruwg	21546823
拉登	ruwg	4994494
接合	ruwg	2392988
撞倒	ruwg	2055388
拉倒	ruwg	546117
拉伸	ruwj	3435576
探亲假	ruwn	327670
白癜风	ruwr	3316423
接任	ruwt	3415717
撞伤	ruwt	1131952
投资人	ruww	5133505
撞人	ruww	1479482
接人	ruww	865844
氧化	ruwx	21745411
热门货	ruwx	93137
拉住	ruwy	8022964
拦住	ruwy	6156235
接住	ruwy	3376000
拉练	ruxa	1211388
接续	ruxf	1310682
接线	ruxg	4249788
拉线	ruxg	991948
接引	ruxh	1042588
抚养费	ruxj	688108
接纳	ruxm	6722211
接缝	ruxt	1310682
拉丝	ruxx	4071058
探亲访友	ruyd	307811
按部就班	ruyg	3683811
抖颤	ruyl	431929
拉高	ruym	1876658
搁放	ruyt	93038
报道说	ruyu	4627105
接着说	ruyu	4378870
后半夜	ruyw	651369
热效率	ruyx	806268
投资方	ruyy	2958964
招式	rvaa	5054070
招工	rvaa	2958964
招惹	rvad	3147623
热菜	rvae	1459623
执著	rvaf	5858352
扫荡	rvai	2373129
招募	rvaj	35745882
扫墓	rvaj	1112094
殷勤	rvak	3137694
执勤	rvak	1876658
扫黄	rvam	1717788
氯苯	rvas	888682
热切	rvav	4210070
殷切	rvav	2045458
热茶	rvaw	1171670
抛荒	rvay	227383
垫子	rvbb	1688000
热阻	rvbe	216461
招聘	rvbm	410084705
抛出	rvbm	6017223
招了	rvbn	3832752
招降	rvbt	304832
扫除	rvbw	2144752
热能	rvce	3326352
势能	rvce	548103
挚友	rvdc	1797223
热压	rvdf	773501
垫在	rvdh	1270964
热泵	rvdi	1171670
势如破竹	rvdt	864851
势态	rvdy	776480
垫脚	rvef	168800
招架	rvek	2174541
势力	rven	28993882
热力	rven	11220235
热肠	rven	142983
热爱	rvep	24426352
招股	rvew	5858352
招办	rvew	3842682
扫地	rvfb	3475294
招魂	rvfc	989962
抛却	rvfc	540160
热土	rvff	3495152
殷墟	rvfh	433915
抛进	rvfj	69704
扫雷	rvfl	3594447
热卖	rvfn	21348235
招远	rvfq	975068
招考	rvft	8152047
执教	rvft	3425647
扫雪	rvfv	1221317
抛开	rvga	5103717
招致	rvgc	3207200
抛到	rvgc	2343341
热天	rvgd	2114964
执一	rvgg	2273835
执政	rvgh	12411764
抛下	rvgh	2373129
热带	rvgk	11120941
热烈	rvgq	33064941
招来	rvgu	9303858
扫平	rvgu	417035
抛妻	rvgv	507392
扫毒	rvgx	281995
扫瞄	rvha	455760
垫上	rvhh	1052517
热点	rvhk	487534117
招眼	rvhv	104258
热源	rvid	1171670
执法	rvif	37731764
热潮	rvif	13801882
抛光	rvig	10624470
扫兴	rvig	1688000
扫清	rvig	1022729
热泪	rvih	1747576
热水	rvii	10723764
热汤	rvin	404127
执掌	rvip	1856800
热学	rvip	556047
抛洒	rvis	328663
热浪	rviy	2204329
热流	rviy	1598635
招贤	rvjc	15092705
热量	rvjg	20454588
热电	rvjn	3991623
殷鉴	rvjt	118160
执照	rvjv	74669176
热中	rvkh	839035
招唤	rvkq	123124
招呼	rvkt	19461647
热轧	rvln	2601505
垫圈	rvlu	1727717
招贴	rvmh	10723764
招展	rvna	2760376
蛰居	rvnd	170785
执导	rvnf	3812894
热情	rvng	59377882
招收	rvnh	12411764
热忱	rvnp	6742070
势必	rvnt	9343576
热心	rvny	23135529
热度	rvoa	3912188
执业	rvoh	24624941
抽刀断水	rvoi	276037
热火	rvoo	1995811
执迷	rvop	829105
垫底	rvoq	1300752
招数	rvov	5639905
扫完	rvpf	74669
招之	rvpp	1628423
殷实	rvpu	742720
招安	rvpv	1141882
扫视	rvpy	1906447
抛锚	rvqa	843007
垫钱	rvqg	124117
热销	rvqi	24624941
热锅	rvqk	1628423
热饮	rvqn	464696
热狗	rvqt	975068
热键	rvqv	3127764
扫描	rvra	46568941
扫把	rvrc	977054
招摇	rvre	1548988
抛掉	rvrh	839035
招揽	rvrj	2244047
招手	rvrt	6007294
热气	rvrt	5272517
氯气	rvrt	684136
抛掷	rvru	345543
殷殷	rvrv	1201458
抛投	rvrw	202560
执拗	rvrx	1261035
拔刀相助	rvse	501435
招标	rvsf	42100705
垫板	rvsr	552075
热机	rvsw	397176
热敷	rvsy	680164
热核	rvsy	173764
招租	rvte	19461647
执笔	rvte	1886588
招待	rvtf	24327058
执行	rvtg	474625882
招生	rvtg	62158117
热舞	rvtg	4031341
招徕	rvtg	844000
招牌	rvth	15887058
势利	rvtj	1280894
热和	rvtk	951237
热血	rvtl	19958117
热身	rvtm	5292376
扫射	rvtm	1499341
抛向	rvtm	1052517
热管	rvtp	1300752
热乎	rvtu	769529
执委	rvtv	1131952
热敏	rvtx	1896517
抛入	rvty	677185
势头	rvud	15787764
热病	rvug	534202
执着	rvuh	25320000
执意	rvuj	3644094
势将	rvuq	924428
热辣	rvus	8370494
招亲	rvus	1052517
垫背	rvux	453774
热门	rvuy	304832941
热闹	rvuy	30681882
执刀	rvvn	231355
扫帚	rvvp	1568847
招供	rvwa	670235
蛰伏	rvwd	2035529
垫付	rvwf	1568847
热风	rvwr	2283764
招人	rvww	4557600
氯化	rvwx	5570400
招领	rvwy	8261270
抛售	rvwy	3941976
招集	rvwy	1797223
殷红	rvxa	1112094
热线	rvxg	239298823
招引	rvxh	425971
招纳	rvxm	1161741
执纪	rvxn	522287
抛弃	rvyc	17773647
热诚	rvyd	3753317
热衷	rvyk	7526494
扫盲	rvyn	1956094
热望	rvyn	426964
热恋	rvyo	1340470
抛离	rvyr	267101
招商	rvyu	163835294
殷商	rvyu	756621
招认	rvyw	606687
兵工	rwaa	467675
推荐	rwad	949251764
兵戈	rwag	344550
兵营	rwap	1270964
擒获	rwaq	1519200
投医	rwat	936343
抢攻	rwat	838042
拾荒	rway	1539058
鬼谷子	rwbb	544131
拾取	rwbc	1161741
掩人耳目	rwbh	720875
推出	rwbm	293910588
扒皮	rwbn	715910
投降	rwbt	10227294
抢险	rwbw	4100847
担风险	rwbw	771515
推及	rwby	248235
兵马	rwcg	1886588
操作台	rwck	772508
氧化物	rwcq	3485223
后会有期	rwdd	540160
抢夺	rwdf	4428517
投奔	rwdf	2412847
投石	rwdg	1568847
投在	rwdh	2134823
拴在	rwdh	1618494
扮成	rwdn	1211388
投胎	rwec	2144752
反作用力	rwee	441858
兵力	rwen	6116517
杀伤力	rwen	4646964
推力	rwen	2234117
反作用	rwet	2641223
推脱	rweu	1350400
推动	rwfc	126103529
抢劫	rwfc	22241882
携款	rwff	740734
兵士	rwfg	3435576
抢走	rwfh	5441317
拾起	rwfh	3733458
捡起	rwfh	3326352
推进	rwfj	66427764
投井	rwfj	191637
报仇雪恨	rwfn	520301
抢过	rwfp	1985882
投考	rwft	189651
拾零	rwfw	559025
杀人越货	rwfw	87478
推开	rwga	11319529
捡到	rwgc	3276705
投到	rwgc	1419905
近几天	rwgd	406112
扮靓	rwge	6473976
兵燹	rwge	314762
手风琴	rwgg	828112
抢球	rwgg	266108
投下	rwgh	5173223
推下	rwgh	804282
抢救	rwgi	19163764
推理	rwgj	30086117
携带	rwgk	22837647
杀人灭口	rwgk	726832
操作规程	rwgt	2244047
希伯来	rwgu	1380188
捡来	rwgu	872795
投毒	rwgx	665270
推上	rwhh	2591576
抢占	rwhk	7308047
抢眼	rwhv	4090917
拾柴	rwhx	829105
投江	rwia	676192
抢滩	rwic	2949035
兵法	rwif	7149176
反贪污	rwif	401148
推举	rwig	2025600
抢光	rwig	446823
推测	rwim	7178964
捡漏	rwin	350508
扮演	rwip	34157176
推演	rwip	1131952
投河	rwis	348522
投注	rwiy	10227294
抢注	rwiy	4249788
捉拿归案	rwjp	183694
投影	rwjy	37831058
拾遗	rwkh	1290823
兵器	rwkk	19064470
操作员	rwkm	2700800
兵员	rwkm	984997
近代史	rwkr	1717788
白俄罗斯	rwld	2661082
氛围	rwlf	27703058
兵团	rwlf	18369411
推车	rwlg	2015670
兵车	rwlg	616616
扒车	rwlg	103265
杀人罪	rwlh	848964
推回	rwlk	786409
擒贼	rwma	543138
拾贝	rwmh	4547670
推崇	rwmp	14496941
抢购	rwmq	8618729
挫败	rwmt	2383058
推展	rwna	2214258
推导	rwnf	1787294
抢收	rwnh	312776
兵书	rwnn	1102164
授人以柄	rwns	63647
操作性	rwnt	10326588
排他性	rwnt	926414
指令性	rwnt	475618
扣人心弦	rwnx	1548988
推迟	rwny	11518117
投以	rwny	1558917
推断	rwon	8986117
兵火	rwoo	292917
推磨	rwos	528244
投料	rwou	903576
推广	rwoy	135040000
鬼斧神工	rwpa	1370258
投寄	rwpd	546117
推定	rwpg	5490964
兵家	rwpg	1489411
投军	rwpl	185680
兵灾	rwpo	97208
鬼使神差	rwpu	916484
杀人案	rwpv	2263905
投案	rwpv	1032658
投宿	rwpw	1032658
扒窃	rwpw	378310
抢鲜	rwqg	3316423
推销	rwqi	14000470
氧化铝	rwqk	2253976
氯化钠	rwqm	1102164
杀人犯	rwqt	1946164
抢镜	rwqu	822155
拾掇	rwrc	364409
推后	rwrg	1002870
推掉	rwrh	1022729
推挡	rwri	105251
捕风捉影	rwrj	853929
挫折	rwrr	16681411
携手	rwrt	193623529
投手	rwrt	7407341
抢手	rwrt	3306494
推托	rwrt	1370258
扒手	rwrt	969110
投掷	rwru	1697929
扒拉	rwru	417035
推推	rwrw	5898070
捡拾	rwrw	741727
所作所为	rwry	3018541
兵权	rwsc	763571
投票	rwsf	373345882
投标	rwsf	22043294
打保票	rwsf	187665
扮酷	rwsg	888682
兵丁	rwsg	348522
扮相	rwsh	1221317
推想	rwsh	661298
据分析	rwsr	1261035
摄像机	rwsw	55704000
投机	rwsw	11518117
抚今追昔	rwta	253200
推辞	rwtd	2412847
投敌	rwtd	373345
抢先	rwtf	14397647
推选	rwtf	2641223
投靠	rwtf	2313552
推行	rwtg	25915764
近几年	rwtg	10227294
推卸	rwtg	4736329
推算	rwth	4984564
推衍	rwti	128089
投篮	rwtj	2134823
兵种	rwtk	2035529
推向	rwtm	12908235
投向	rwtm	10028705
投身	rwtm	6881082
投射	rwtm	6275388
损人利己	rwtn	677185
推翻	rwto	7874023
推移	rwtq	12709647
兵舰	rwtu	152912
兵役	rwtw	2839811
抢答	rwtw	1628423
兵符	rwtw	275044
操作系统	rwtx	70300235
投稿	rwty	392211764
投入	rwty	112202352
推入	rwty	1270964
摄像头	rwud	29093176
投送	rwud	591792
兵痞	rwud	117167
扮装	rwuf	311783
白化病	rwug	72683
抢着	rwuh	4756188
兵部	rwuk	1102164
投资	rwuq	283981176
抢亲	rwus	359444
投产	rwut	11120941
投递	rwux	12511058
推门	rwuy	3177411
择优录用	rwve	318734
抢建	rwvg	253200
杀人如麻	rwvo	363416
兵刃	rwvy	1737647
抗倒伏	rwwd	181708
推拿	rwwg	7764800
推倒	rwwg	4249788
擒拿	rwwg	1161741
投合	rwwg	841021
抢修	rwwh	2244047
推介	rwwj	37036705
投保	rwwk	5381741
挫伤	rwwt	1757505
抢位	rwwu	241284
拾级	rwxb	550089
投弹	rwxu	407105
据介绍	rwxv	13801882
推给	rwxw	2611435
投缘	rwxx	917477
投诚	rwyd	350508
推诚	rwyd	72881
据估计	rwyf	1588705
近体诗	rwyf	193623
推让	rwyh	373345
近代文学	rwyi	988969
氧化剂	rwyj	2045458
推敲	rwym	3326352
排风扇	rwyn	340578
杀人放火	rwyo	846978
兵变	rwyo	686122
投诉	rwyr	175750588
投放	rwyt	31873411
推诿	rwyt	2939105
推说	rwyu	1012800
推论	rwyw	3683811
指节	rxab	630517
指陈	rxba	331642
指出	rxbm	98499764
丘比特	rxcf	1419905
批驳	rxcg	889675
操纵台	rxck	58881
兵强马壮	rxcu	476611
指压	rxdf	388240
拾级而上	rxdh	399162
拂面	rxdl	1191529
后继有人	rxdw	672221
白细胞	rxeq	1995811
括约肌	rxew	400155
批办	rxew	192630
拂动	rxfc	1688000
揩干	rxfg	171778
指示	rxfi	43490823
批示	rxfi	6722211
指南	rxfm	294903529
拂过	rxfp	2750447
指教	rxft	21646117
后继无人	rxfw	118160
指环	rxgd	3872470
指正	rxgh	29490352
指事	rxgk	92740
指画	rxgl	142983
指责	rxgm	26213647
指点	rxhk	23532705
指尖	rxid	5719341
指法	rxif	1141882
指涉	rxih	217454
揩油	rxim	505407
指掌	rxip	899604
指派	rxir	3534870
批注	rxiy	869816
拂晓	rxja	1082305
指明	rxje	5004423
批量	rxjg	19263058
指日	rxjj	588814
批号	rxkg	4289505
指路	rxkh	1936235
拗口	rxkk	426964
接线员	rxkm	650376
批转	rxlf	1112094
指甲	rxlh	22738352
白纸黑字	rxlp	606687
指骨	rxme	469661
指导	rxnf	237312941
批发	rxnt	126103529
持续性	rxnt	3515011
批改	rxnt	1280894
指数	rxov	122131764
指定	rxpg	293910588
拂袖	rxpu	1846870
指错	rxqa	98996
指针	rxqf	6742070
指印	rxqg	476611
指名	rxqk	7278258
拂拭	rxra	124117
指挥	rxrp	35745882
指控	rxrp	7814447
批捕	rxrs	1002870
拇指	rxrx	9343576
指摘	rxry	18170823
指斥	rxry	354480
指标	rxsf	60172235
指要	rxsv	1171670
批租	rxte	285967
接线生	rxtg	129082
批复	rxtj	7248470
指向	rxtm	19461647
指称	rxtq	1578776
后继乏人	rxtw	179722
质疑问难	rxuc	184687
指头	rxud	3534870
批斗	rxuf	1042588
批判	rxug	23036235
指间	rxuj	4269647
批次	rxuq	3326352
批阅	rxuu	609665
批准	rxuw	57789176
抽丝剥茧	rxva	132061
指代	rxwa	768536
指使	rxwg	2958964
按比例	rxwg	2065317
批件	rxwt	877760
批价	rxww	371360
批货	rxwx	1231247
氟化	rxwx	908541
指令	rxwy	40512000
指引	rxxh	18865882
手续费	rxxj	70002352
指缝	rxxt	1002870
指纹	rxxy	12113882
反编译	rxyc	657327
指为	rxye	1409976
拂衣	rxye	82612
据统计	rxyf	9303858
批评	rxyg	60271529
指证	rxyg	730804
批语	rxyg	394197
指望	rxyn	17475764
指说	rxyu	238305
指认	rxyw	795345
批文	rxyy	4269647
瓜熟蒂落	ryaa	129082
按计划	ryaj	1836941
抗菌	ryal	17078588
提高警惕	ryan	2780235
摘花	ryaw	359444
摘取	rybc	1618494
护卫	rybg	4468235
邀请函	rybi	3763247
撤职	rybk	2482352
挤出	rybm	6910870
撤出	rybm	3842682
搞出	rybm	1896517
搞了	rybn	7268329
擅离职守	rybp	308804
抗联	rybu	338592
摘除	rybw	1469552
撤除	rybw	1241176
撤防	ryby	381289
搞通	ryce	76158
挤压	rydf	6156235
擦肩而过	rydf	5361882
掠夺	rydf	4706541
挤在	rydh	3117835
搞成	rydn	2482352
抗原	rydr	2819952
摔碎	rydy	715910
护肤	ryeg	34057882
护驾	ryek	915491
斥力	ryen	215468
护腕	ryep	1360329
护胸	ryeq	298875
护膝	ryes	727825
擅用	ryet	528244
护腿	ryev	725840
撤去	ryfc	3117835
抗震	ryfd	2680941
搞垮	ryfd	775487
护士	ryfg	16482823
撤走	ryfh	1390117
搞起	ryfh	877760
挤进	ryfj	1767435
掠过	ryfp	7089600
抗击	rygb	4795905
提高到	rygc	8847105
搞到	rygc	6047011
挤到	rygc	2571717
热衷于	rygf	3932047
撤下	rygh	1082305
摔下	rygh	1012800
护理	rygj	39519058
斥责	rygm	889675
摔死	rygq	1975952
技高一筹	rygt	373345
白衣天使	rygw	2313552
抗毒	rygx	417035
抗非	ryhd	885703
挤上	ryhh	831091
抗战	ryhk	7605929
挤占	ryhk	1618494
持证上岗	ryhm	2025600
挤眼	ryhv	8668376
护具	ryhw	1519200
挤满	ryia	3078117
抗洪	ryia	2750447
护法	ryif	3485223
抗法	ryif	1191529
搞清	ryig	1519200
撤消	ryii	4964705
挥毫泼墨	ryil	273058
搞活	ryit	1916376
抗暴	ryja	331642
抗旱	ryjf	3326352
抗日	ryjj	11915294
护照	ryjv	7327905
掠影	ryjy	4627105
摔跤	rykh	2373129
播放器	rykk	43590117
摇旗呐喊	rykk	1032658
护罩	rylh	762578
撤回	rylk	10326588
护岸	rymd	325684
摘帽	rymh	862865
据为己有	rynd	1320611
招商局	rynn	2849741
摘心	ryny	395190
邀请赛	rypa	2005741
抗寒	rypa	693072
邀宠	rypd	139011
搞定	rypg	18568000
批评家	rypg	914498
撤军	rypl	1598635
抗灾	rypo	2919247
换言之	rypp	3217129
掮客	rypt	293910
搞错	ryqa	5570400
打高尔夫	ryqg	427957
攘外	ryqh	543138
撤销	ryqi	10624470
抗争	ryqv	4964705
抗拒	ryra	14894117
挤挨	ryrc	73477
护持	ryrf	351501
摘掉	ryrh	1439764
挤掉	ryrh	776480
撤掉	ryrh	495477
摔掉	ryrh	421007
摘抄	ryri	1608564
搞掂	ryro	1449694
挤迫	ryrp	117167
搞鬼	ryrq	1896517
撤换	ryrq	1131952
拐弯抹角	ryrq	736762
摔打	ryrs	439872
撤兵	ryrw	470654
擅权	rysc	183694
据调查	rysj	2532000
护林	ryss	1171670
护栏	rysu	2988752
摘要	rysv	57590588
擅长	ryta	13702588
搞乱	rytd	787402
抗敌	rytd	467675
护短	rytd	405120
擅自	ryth	23135529
摘自	ryth	17078588
