# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
西陆	sgbg	1936235
本职	sgbk	8161976
酿出	sgbm	154898
西皮	sgbn	308804
本院	sgbp	4349082
本队	sgbw	912512
醋劲	sgca	221425
本垒	sgcc	382282
本能	sgce	15787764
配对	sgcf	8956329
本台	sgck	2492282
配套	sgdd	110216470
酸碱	sgdd	1846870
配有	sgde	8727952
本厂	sgdg	6871152
本来面目	sgdh	2283764
西夏	sgdh	1658211
醇厚	sgdj	1469552
西面	sgdl	2522070
酿成	sgdn	2571717
配成	sgdn	759600
丁克	sgdq	1330541
本原	sgdr	1122023
西厢	sgds	2522070
本期	sgdw	16383529
西服	sgeb	6235670
本月	sgee	53221647
本县	sgeg	1161741
酷爱	sgep	6990305
西边	sgep	4279576
酥胸	sgeq	2671011
酥脆	sgeq	1340470
配股	sgew	10028705
醒脑	sgey	785416
西域	sgfa	7089600
配戴	sgfa	1757505
本地	sgfb	93435764
相夫教子	sgfb	584842
西去	sgfc	1261035
西城	sgfd	8747811
本土	sgff	27901647
丁未	sgfg	943294
酸雨	sgfg	821162
酸盐	sgfh	5342023
本真	sgfh	1856800
本刊	sgfj	6146305
西进	sgfj	1002870
西南	sgfm	45973176
梅开二度	sgfo	2105035
西元	sgfq	20355294
本无	sgfq	3802964
本埠	sgft	2333411
西都	sgft	723854
酷刑	sgga	6037082
相一致	sggc	2929176
西天	sggd	2095105
李瑞环	sggd	398169
西青	sgge	2204329
醇正	sggh	213482
柳下惠	sggj	685129
本事	sggk	14894117
西亚	sggo	7735011
西晋	sggo	850950
相互理解	sggq	1370258
本末	sggs	1697929
本来	sggu	103265882
醒来	sggu	19560941
配平	sggu	144969
丁玲	sggw	725840
酵素	sggx	8688235
醒目	sghh	20355294
配上	sghh	9204564
西点	sghk	4785976
酣战	sghk	352494
酣眠	sghn	106244
西餐	sghq	7248470
酣睡	sght	986983
想到此	sghx	1032658
本港	sgia	3663952
西江	sgia	2591576
西汉	sgic	2740517
醉汉	sgic	975068
西湖	sgid	31575529
本源	sgid	2005741
本溪	sgie	4249788
枉法	sgif	1946164
酥油	sgim	2114964
西学	sgip	636475
醉酒	sgis	6493835
酿酒	sgis	4577458
酗酒	sgis	2661082
本省	sgit	6891011
西洋	sgiu	26114352
酸涩	sgiv	1092235
丁当	sgiv	400155
杜夫海纳	sgix	7556
酷暑	sgjf	3475294
本题	sgjg	2452564
酌量	sgjg	784423
酣畅	sgjh	1380188
本日	sgjj	104258823
西昌	sgjj	2710729
配电	sgjn	6344894
西归	sgjv	347529
本影	sgjy	97705
酸味	sgkf	7000235
配唱	sgkj	334621
核武器	sgkk	3822823
配置	sglf	115181176
本国	sglg	9820188
西甲	sglh	5322164
本田	sgll	21248941
酥软	sglq	1350400
酸软	sglq	845985
配图	sglt	1320611
本轮	sglw	3435576
配曲	sgma	110216
西岸	sgmd	5034211
本周	sgmf	63846117
西周	sgmf	1390117
西峡	sgmg	459731
本帖	sgmh	196602352
西山	sgmm	9363435
酸败	sgmt	247242
相形见绌	sgmx	894640
配殿	sgna	327670
丁忧	sgnd	76555
醒悟	sgng	5083858
酌情	sgng	2879529
丁丑	sgnh	606687
本届	sgnm	8489647
本书	sgnn	61463058
本性	sgnt	10723764
酸性	sgnt	5540611
配发	sgnt	1092235
村规民约	sgnx	648390
醉心	sgny	2025600
本心	sgny	1946164
酸度	sgoa	1340470
本类	sgod	51632941
本业	sgoh	244263
本应	sgoi	3425647
丁烷	sgop	398169
丁烯	sgor	711938
酥麻	sgos	889675
配料	sgou	5322164
梗塞	sgpa	4021411
丁字	sgpb	4398729
本家	sgpg	11319529
酌定	sgpg	174757
西宫	sgpk	838042
本官	sgpn	798324
酬宾	sgpr	3197270
西宁	sgps	9194635
配额	sgpt	5937788
西裤	sgpu	1092235
西安	sgpv	102272941
本案	sgpv	4309364
西窗	sgpw	877760
本社	sgpy	17872941
本色	sgqc	13305411
配色	sgqc	9303858
枉然	sgqd	1251105
配角	sgqe	4994494
本镇	sgqf	492498
本钱	sgqg	4915058
本名	sgqk	8251341
槽钢	sgqm	1112094
本岛	sgqm	781444
配饰	sgqn	8916611
本金	sgqq	4160423
酬金	sgqq	1350400
丁卯	sgqt	606687
配搭	sgra	2700800
本报	sgrb	49448470
西瓜	sgrc	14496941
本质	sgrf	27504470
西岳	sgrm	420014
醉鬼	sgrq	560018
酷热	sgrv	2581647
本票	sgsf	1122023
本本	sgsg	16284235
酝酿	sgsg	14000470
酸酸	sgsg	6285317
醋酸	sgsg	4190211
本相	sgsh	1668141
本可	sgsk	1102164
梧桐	sgsm	7000235
酸枣	sgsm	906555
朽木	sgss	1985882
酸楚	sgss	1886588
桎梏	sgst	1270964
本校	sgsu	15589176
梗概	sgsv	3793035
酥松	sgsw	151920
本季	sgtb	2879529
酿造	sgtf	4984564
西德	sgtf	2452564
配制	sgtg	9849976
本年	sgtg	5054070
西行	sgtg	2958964
本行	sgtg	1896517
西征	sgtg	1251105
醉舞	sgtg	369374
本版	sgth	63151058
本片	sgth	8320847
西段	sgth	2124894
本息	sgth	1906447
丁香	sgtj	14496941
醇香	sgtj	1062447
配种	sgtk	1131952
配备	sgtl	23334117
本身	sgtm	102272941
配乐	sgtn	4071058
本我	sgtr	2025600
本条	sgts	13206117
本科	sgtu	41604235
西魏	sgtv	182701
酬答	sgtw	114188
本系	sgtx	1370258
酸痛	sguc	3773176
配送	sgud	125110588
西关	sgud	1390117
西装	sguf	15688470
顶天立地	sguf	2591576
本站	sguh	629524705
本着	sguh	18568000
配音	sguj	7049882
本意	sguj	6851294
相互间	sguj	1658211
醉意	sguj	1261035
西部	sguk	79137411
本部	sguk	19064470
西端	sgum	932371
本次	sguq	43888000
西郊	sgur	2184470
酸辣	sgus	1668141
栈道	sgut	2134823
西北	sgux	48157647
西门	sguy	10128000
酸奶	sgvb	4845552
配好	sgvb	2194400
本会	sgwf	1648282
配合	sgwg	97407529
配偶	sgwj	17277176
本末倒置	sgwl	1032658
西侧	sgwm	4448376
酷似	sgwn	5600188
西风	sgwr	4815764
本体	sgws	55008941
配件	sgwt	167807058
本位	sgwu	4766117
本分	sgwv	5302305
本人	sgww	150927058
酸化	sgwx	5828564
西化	sgwx	1280894
本领	sgwy	16880000
配售	sgwy	2819952
本级	sgxb	2273835
西经	sgxc	369374
枉费	sgxj	835063
酵母	sgxn	5818635
本纪	sgxn	849957
本乡	sgxt	436894
配给	sgxw	906555
酷毙	sgxx	903576
本主	sgyg	494484
西京	sgyi	2839811
配齐	sgyj	632503
本市	sgym	15390588
丁亥	sgyn	560018
核裂变	sgyo	186672
本义	sgyr	786409
梧州	sgyt	9452800
西施	sgyt	5073929
酬谢	sgyt	776480
本文	sgyy	387247058
西方	sgyy	46072470
配方	sgyy	30979764
西文	sgyy	4597317
本该	sgyy	3723529
相若	shad	649383
朴散	shae	28100
相切	shav	313769
相聚	shbc	14199058
相随	shbd	4150494
相隔	shbg	6612988
想出	shbm	8628658
相联	shbu	1717788
相通	shce	5818635
想通	shce	3594447
相劝	shce	895632
相对	shcf	88570352
相马	shcg	1568847
相左	shda	779458
相顾	shdb	888682
相面	shdl	333628
相成	shdn	431929
榜上有名	shdq	3693741
相克	shdq	1370258
西餐厅	shds	2571717
相碰	shdu	882724
相助	sheg	5828564
相加	shek	3088047
相爱	shep	18965176
相貌	sher	8986117
想用	shet	12312470
想去	shfc	40412705
相去	shfc	2323482
相干	shfg	4090917
想起	shfh	68215058
相声	shfn	9552094
想过	shfp	19263058
榜上无名	shfq	245256
想开	shga	4855482
相形	shga	1171670
想到	shgc	123124705
想玩	shgf	7754870
相救	shgi	1836941
相逼	shgk	835063
相与	shgn	1370258
想死	shgq	5391670
想来	shgu	13305411
相互	shgx	109223529
朴素	shgx	6811576
想些	shhx	3147623
想法	shif	77648000
想学	ship	5272517
相当	shiv	146955294
相沿	shiw	368381
相济	shiy	780451
相遇	shjm	18865882
相映	shjm	2512141
相吸	shkb	919463
相距	shkh	4349082
相中	shkh	3187341
想哭	shkk	7913741
想听	shkr	7635717
可卡因	shld	855915
相国	shlg	752649
相思	shln	24724235
相连	shlp	11319529
相较	shlu	916484
相同	shmg	81024000
相册	shmm	167807058
相见	shmq	10624470
想见	shmq	7298117
相异	shna	964145
相悖	shnf	1112094
想必	shnt	10823058
想尽	shny	1310682
相烦	shod	90754
相应	shoi	131068235
相宜	shpe	2849741
相守	shpf	2849741
想定	shpg	15589176
西点军校	shps	372352
朴实	shpu	6344894
相安	shpv	1608564
相容	shpw	5778917
相视	shpy	2998682
想逃	shqi	3862541
想象	shqk	58384941
相象	shqk	943294
板上钉钉	shqq	299868
核战争	shqv	382282
相欠	shqw	321712
想找	shra	24426352
朴拙	shrb	230362
相反	shrc	35646588
相扰	shrd	118160
相拥	shre	4190211
相持	shrf	1320611
相看	shrh	887689
相扑	shrh	542145
相近	shrp	10922352
相抵	shrq	969110
相托	shrt	428950
相撞	shru	4885270
相接	shru	2353270
相投	shrw	2859670
相斥	shry	127096
相框	shsa	4934917
相配	shsg	1201458
想想	shsh	54512470
速战速决	shsu	1310682
想要	shsv	104258823
相机	shsw	96216000
相术	shsy	333628
相逢	shtd	10723764
相知	shtd	9085411
相等	shtf	5560470
相待	shtf	3068188
相告	shtf	2234117
相生	shtg	3852611
相片	shth	71690352
相处	shth	23334117
标点符号	shtk	1469552
相向	shtm	2065317
相称	shtq	3554729
想笑	shtt	3743388
相乘	shtu	531223
相符	shtw	10922352
相系	shtx	165821
相差	shua	15787764
相关	shud	541152941
相斗	shuf	622574
相间	shuj	3614305
想问	shuk	19263058
相交	shur	4398729
相亲	shus	16780705
相背	shux	2114964
相好	shvb	2422776
根目录	shvi	3167482
相公	shwc	1995811
想做	shwd	23433411
相传	shwf	6464047
相会	shwf	5133505
相合	shwg	2601505
相叙	shwg	52228
相似	shwn	43590117
想像	shwq	51037176
想你	shwq	42299294
相像	shwq	1767435
相伴	shwu	13801882
相位	shwu	1688000
相分	shwv	238305
想坐	shww	472640
相信	shwy	178729411
想念	shwy	36242352
相邻	shwy	5103717
相依	shwy	4071058
相仿	shwy	2929176
相继	shxo	16482823
相约	shxq	17575058
相比	shxx	70697411
相让	shyh	1409976
相识	shyk	18667294
相望	shyn	3544800
相恋	shyo	3614305
相离	shyr	566969
相许	shyt	1836941
想说	shyu	29887529
相商	shyu	317741
相认	shyw	749670
根深蒂固	sial	3465364
西洋参	sicd	982018
覆水难收	sicn	328663
瓢泼大雨	sidf	335614
李泽厚	sidj	283981
档期	sidw	1489411
李小龙	sidx	2978823
李洪志	sifn	356465
相当于	sigf	22043294
西洋画	sigl	288945
酸溜溜	siiq	879745
李清照	sijv	1211388
杨尚昆	sijx	354480
根深叶茂	sika	178729
柏油路	sikh	794352
整流器	sikk	1479482
档口	sikk	806268
杯水车薪	sila	788395
西海岸	simd	4934917
相濡以沫	sini	1370258
刺激性	sint	3604376
可溶性	sint	1191529
极少数	siov	3425647
档案	sipv	146955294
想当然	siqd	3385929
西洋镜	siqu	193623
榨油机	sisw	522287
李泽楷	sisx	605694
顶梁柱	sisy	566969
想当年	sitg	2750447
核潜艇	situ	2929176
本学科	situ	672221
校党委	sitv	951237
梦溪笔谈	sity	280009
梢头	siud	416042
要注意	siuj	34951529
档次	siuq	27703058
西沙群岛	sivq	307811
档位	siwu	1310682
检举人	siww	219440
西游记	siyn	8201694
柳暗花明	sjaj	1827011
查获	sjaq	4140564
西电东送	sjau	731797
棍子	sjbb	2621364
查出	sjbm	8370494
查对	sjcf	529237
查验	sjcg	4309364
相映成趣	sjdf	796338
可遇不可求	sjdg	909534
核电厂	sjdg	333628
查勘	sjdw	454767
查办	sjew	2174541
查封	sjff	6811576
查过	sjfp	1529129
查无	sjfq	1390117
查考	sjft	795345
查到	sjgc	8092470
查表	sjge	866837
查理	sjgj	3197270
松紧带	sjgk	433915
李时珍	sjgw	634489
查毒	sjgx	2899388
查点	sjhk	549096
查清	sjig	2651152
酣畅淋漓	sjii	823148
查觉	sjip	277030
查明	sjje	7139247
查号	sjkg	574912
查哨	sjki	78740
查帐	sjmh	664277
查岗	sjmm	234334
查账	sjmt	1251105
可是那	sjng	2958964
查收	sjnh	4359011
查字	sjpb	580870
查实	sjpu	3187341
查案	sjpv	489520
查究	sjpw	239298
杳然	sjqd	240291
查铺	sjqs	42795
查找	sjra	182701176
查看	sjrh	967124705
查抄	sjri	344550
查扣	sjrk	986983
查杀	sjrs	3862541
棍棒	sjsd	2412847
查票	sjsf	456752
查档	sjsi	329656
棵棵	sjsj	854922
查禁	sjss	554061
查检	sjsw	173764
查核	sjsy	1499341
查知	sjtd	251214
查处	sjth	18270117
查税	sjtu	66427
查卷	sjug	103265
核电站	sjuh	1797223
查问	sjuk	1042588
查阅	sjuu	43490823
查寻	sjvf	2204329
查分	sjwv	1916376
查缉	sjxk	268094
查缴	sjxr	242277
查证	sjyg	3723529
西昌市	sjym	643425
查房	sjyn	780451
查询	sjyq	515336470
查访	sjyy	376324
整节	skab	244263
可巧	skag	350508
杏黄	skam	244263
歌艺	skan	90854
可敬	skaq	1906447
杏花	skaw	2124894
杏子	skbb	3395858
可取	skbc	6215811
可随	skbd	2204329
可耻	skbh	7675435
可出	skbm	1141882
可也	skbn	3048329
赖皮	skbn	1409976
整队	skbw	610658
可防	skby	2720658
可及	skby	2512141
可能	skce	970103529
整台	skck	956202
查号台	skck	248235
可观	skcm	16780705
杯中物	skcq	136032
歌碟	skda	169792
歌友	skdc	4408658
整套	skdd	8976188
可有	skde	12511058
木器厂	skdg	319727
可不	skdh	48654117
可否	skdh	17773647
可在	skdh	2105035
速成	skdn	6295247
可成	skdn	2204329
可达	skdp	17376470
速达	skdp	2392988
歌厅	skds	2154682
可欺	skdw	313769
整月	skee	282988
可贺	skek	1112094
可爱	skep	101280000
束腰	skes	668249
可用	sket	80130352
速胜	sket	169792
整地	skfb	2442635
可去	skfc	3505082
整垮	skfd	168800
歌坛	skff	2025600
敕封	skff	207524
可喜	skfk	6325035
可嘉	skfk	1429835
歌声	skfn	18766588
整块	skfn	1290823
歌者	skft	2541929
整形	skga	46568941
整顿	skgb	17872941
整天	skgd	23334117
可于	skgf	1658211
歌王	skgg	2919247
可求	skgi	729811
整理	skgj	139011764
歌带	skgk	131068
可再	skgm	4537741
可恶	skgo	8757741
酸中毒	skgx	1191529
可悲	skhd	8608800
整点	skhk	1032658
可虑	skhn	33462
可餐	skhq	285967
整治	skic	38327529
整洁	skif	7874023
可汗	skif	706974
速滑	skim	573920
可溶	skip	645411
整党	skip	124117
剌激	skir	501435
可当	skiv	3286635
整流	skiy	1817082
束紧	skjc	259157
可是	skjg	203552941
整日	skjj	3654023
整蛊	skjl	3703670
歌星	skjt	8906682
可叹	skkc	1290823
可别	skke	7794588
可鄙	skkf	301854
可贵	skkh	6940658
歌唱	skkj	16085647
可口	skkk	6851294
顶呱呱	skkr	383275
歌喉	skkw	2561788
歌咏	skky	1012800
可因	skld	1171670
整固	skld	744705
可转	sklf	4249788
整车	sklg	6573270
可畏	sklg	820169
可图	sklt	2085176
歌曲	skma	250221176
可由	skmh	6235670
可见	skmq	69208000
赖账	skmt	624560
可惜	skna	67917176
歌剧	sknd	4458305
柳叶眉	sknh	408098
可怕	sknr	37731764
整改	sknt	14099764
可憎	sknu	935350
可恨	sknv	5778917
可怜	sknw	37433882
可以	skny	1886588235
赖以	skny	3217129
速度	skoa	182701176
歌迷	skop	20752470
可燃	skoq	2184470
整料	skou	46966
整数	skov	6483905
可数	skov	2919247
整座	skow	2174541
可写	skpg	2492282
速写	skpg	1936235
歌唱家	skpg	1290823
整容	skpw	18865882
可视	skpy	13305411
可钻	skqh	583849
歌名	skqk	9204564
整句	skqk	782437
整饬	skqn	324691
哥儿	skqt	914498
歌儿	skqt	708960
歌后	skrg	1916376
可看	skrh	23135529
可按	skrp	13007529
歌手	skrt	122131764
可气	skrt	1290823
杏树	sksc	381289
整枝	sksf	444837
歌本	sksg	446823
可想	sksh	8579011
速查	sksj	6871152
哥哥	sksk	39717647
整整	sksk	16383529
可可	sksk	10128000
杏林	skss	2829882
可口可乐	skst	5212941
可要	sksv	10823058
整机	sksw	28497411
可知	sktd	15489882
可靠	sktf	56498352
可选	sktf	43888000
可先	sktf	5927858
歌德	sktf	1836941
可行	sktg	26114352
歌舞	sktg	14894117
整年	sktg	1519200
可算	skth	2045458
整版	skth	899604
速算	skth	775487
整段	skth	730804
可得	sktj	9641458
可向	sktm	12014588
束身	sktm	651369
可乐	sktn	23532705
可循	sktr	2720658
整条	skts	2373129
可笑	sktt	15390588
整篇	skty	1807152
速冻	skua	2224188
可逆	skub	1112094
整装	skuf	1261035
可意	skuj	848964
可曾	skul	3544800
速决	skun	1072376
可将	skuq	16582117
速效	skur	2482352
可亲	skus	3882400
速递	skux	30781176
哥弟	skux	248235
可辨	skuy	985990
可好	skvb	4825694
整建	skvg	384268
整肃	skvh	843007
杨贵妃	skvn	2035529
歌女	skvv	742720
可供	skwa	19064470
可他	skwb	7536423
歌颂	skwc	2770305
可做	skwd	9184705
杏仁	skwf	10525176
整合	skwg	52129411
可使	skwg	12213176
相吻合	skwg	1678070
整个	skwh	134047058
整修	skwh	4537741
整风	skwr	1509270
整体	skws	91648470
可凭	skwt	1310682
哥们	skwu	23334117
可分	skwv	15192000
机器人	skww	12908235
可人	skww	7903811
整人	skww	5381741
可信	skwy	11518117
速食	skwy	2035529
束缚	skxs	10624470
可疑	skxt	8112329
可给	skxw	2244047
可比	skxx	4329223
速比	skxx	1052517
整编	skxy	736762
可为	skye	11716705
歌谣	skye	2452564
可读	skyf	3326352
速读	skyf	1141882
可就	skyi	8906682
整齐	skyj	24525647
整训	skyk	194616
可谓	skyl	24624941
可调	skym	6275388
歌词	skyn	140997647
可望	skyn	8261270
速记	skyn	2790164
可变	skyo	3415717
歌谱	skyu	557040
整夜	skyw	3852611
速率	skyx	8678305
可言	skyy	7099529
椭圆形	slga	2283764
李四光	slig	135040
校园网	slmr	6205882
校园内	slmw	1926305
相思鸟	slqg	152912
本固枝荣	slsa	6225
相辅相成	slsd	2690870
可圈可点	slsh	1161741
李连杰	slso	6791717
核辐射	sltm	415049
校团委	sltv	964145
相思病	slug	338592
樱花	smaw	12709647
柚子	smbb	5401600
票贩子	smbb	523280
枣子	smbb	418028
刺耳	smbg	5083858
樱唇	smdf	833077
桐城	smfd	2194400
刺青	smge	3058258
可见一斑	smgg	3107905
刺目	smhh	520301
刺眼	smhv	4061129
可见光	smig	892654
李岚清	smig	392211
枣泥	smin	325684
刺激	smir	79733176
木雕泥塑	smiu	57292
刺史	smkr	1469552
棘轮	smlw	341571
刺骨	smme	2651152
相见恨晚	smnj	984997
可见度	smoa	254192
枣庄	smof	7506635
刺字	smpb	734776
刺客	smpt	12511058
刺穿	smpw	1618494
李凯尔特	smqc	23234
刺猬	smqt	2988752
刺探	smrp	1032658
刺杀	smrs	6563341
棘手	smrt	7983247
栅极	smsb	378310
枣树	smsc	588814
樱桃	smsq	9790400
桐柏	smsr	633496
柚木	smss	2551858
栅格	smst	329656
栅栏	smsu	2671011
刺透	smtb	235327
刺鼻	smth	1836941
林则徐	smtw	683143
刺痛	smuc	4468235
栅门	smuy	190644
刺刀	smvn	1548988
刺伤	smwt	2114964
贾人	smww	90456
枣红	smxa	377317
刺绣	smxt	8827247
贾谊	smyp	164828
林忆莲	snal	781444
禁飞区	snar	86882
杨花	snaw	607680
歌剧院	snbp	1459623
可怜巴巴	sncc	767543
本性难移	snct	458738
木已成舟	sndt	387247
焚书坑儒	snfw	336607
杨浦	snis	3693741
杨澜	sniu	3534870
可怜虫	snjh	460724
可以吗	snkc	10128000
杨墨	snlf	45774
札幌	snmh	28100235
李慎之	snpp	119152
核蛋白	snrr	141990
杨树	snsc	1807152
橄榄	snsj	15092705
栩栩	snsn	3544800
杨柳	snsq	5252658
杨桃	snsq	472640
杨木	snss	466682
杨梅	snst	1489411
核导弹	snxu	438880
札记	snyn	6176094
可以说	snyu	51037176
楼花	soaw	530230
杰出	sobm	15092705
楼院	sobp	454767
楼台	sock	531223
可燃物	socq	432922
材料厂	sodg	2601505
模糊不清	sodi	2045458
楼面	sodl	1072376
杰克	sodq	11021647
林业厅	sods	1131952
桩脚	soef	20851
枯燥无味	sofk	630517
枪炮声	sofn	86385
楼下	sogh	15688470
楼上	sohh	37831058
楼里	sojf	3157552
楼内	somw	2194400
楼层	sonf	32171294
林业局	sonn	8132188
可燃性	sont	816197
核爆炸	soot	557040
核燃料	soou	1012800
楼座	soow	1797223
粟米	sooy	2363200
楼宇	sopg	9810258
可数名词	soqy	222418
楼顶	sosd	4785976
楼板	sosr	965138
贾庆林	soss	916484
楼榭	sost	153905
楼梯	sosu	14298352
楼盘	sotu	36937411
楼兰	soud	2611435
楼前	soue	2273835
楼盖	soug	354480
林业部	souk	570941
楼道	sout	4845552
楼阁	sout	2790164
楼门	souy	1112094
楼群	sovt	657327
楼体	sows	687115
杰作	sowt	6017223
楼价	soww	1836941
材料费	soxj	917477
楼主	soyg	194616470
楼市	soym	54512470
楼房	soyn	8142117
楼亭	soyp	26412
榨菜	spae	1777364
棕黄	spam	535195
枕芯	span	388240
横空出世	spba	2919247
榨取	spbc	680164
检察院	spbp	11021647
棕熊	spce	433915
枕套	spdd	1012800
枕在	spdh	385261
检察厅	spds	227383
相视而笑	spdt	253200
枕边	spep	2760376
顶礼膜拜	sper	932371
相安无事	spfg	1231247
柳宗元	spfq	618602
朴实无华	spfw	806268
档案夹	spgu	132061
贾宝玉	spgy	1012800
枕上	sphh	563990
检字法	spif	30681
榨油	spim	559025
可视电话	spjy	1688000
检察员	spkm	283981
检察署	splf	153905
西塞罗	splq	172771
枕骨	spme	208517
枕巾	spmh	491505
梦寐以求	spng	7049882
档案局	spnn	2760376
枕心	spny	126103
枕席	spoa	243270
档案室	sppg	1767435
检察官	sppn	3197270
权宜之计	sppy	1022729
棕色	spqc	16780705
档案馆	spqn	4627105
枕垫	sprv	145962
柠檬	spsa	13702588
榕树	spsc	4766117
棺材	spsf	6791717
棺木	spss	859887
枕木	spss	607680
棕榈	spsu	4547670
槟榔	spsy	1449694
检察长	spta	1797223
本赛季	sptb	4130635
枕头	spud	8519435
杨家将	spuq	1479482
档案袋	spwa	446823
可视化	spwx	2541929
棕绳	spxk	56001
西安市	spym	10723764
西宁市	spym	1548988
束之高阁	spyu	962160
柳荫	sqab	557040
柳营	sqap	265115
桃花	sqaw	19660235
桃子	sqbb	6920800
橡子	sqbb	243270
橡皮	sqbn	10028705
构陷	sqbq	211496
柯尔克孜	sqdb	1022729
构成	sqdn	56895529
飘忽不定	sqdp	905562
构架	sqek	7794588
想象力	sqen	6821505
柳腰	sqes	467675
橡胶	sqeu	29688941
格鲁吉亚	sqfg	924428
构型	sqga	301854
查尔顿	sqgb	794352
柳青	sqge	855915
柳琴	sqgg	271072
柳下	sqgh	1439764
柳江	sqia	497463
桃源	sqid	6861223
棉铃虫	sqjh	292917
李铁映	sqjm	472640
柳叶	sqkf	1459623
桃园	sqlf	9184705
构思	sqln	7784658
构图	sqlt	4468235
柳眉	sqnh	1002870
西印度群岛	sqoq	180715
桃色	sqqc	7317976
桃李	sqsb	2899388
橡树	sqsc	3187341
柳树	sqsc	1866729
桃树	sqsc	1340470
柳杉	sqse	126103
桅杆	sqsf	1062447
桃酥	sqsg	187665
构想	sqsh	10128000
柳梢	sqsi	1439764
枸杞	sqsn	4220000
橡木	sqss	1112094
柳木	sqss	170785
构筑	sqta	10624470
构造	sqtf	13404705
柳条	sqts	842014
可然律	sqtv	1419
桃符	sqtw	186672
桃色新闻	squu	194616
构建	sqvg	67817882
柳絮	sqvk	1846870
桃仁	sqwf	811232
构件	sqwt	3922117
哥儿们	sqwu	639454
桃红	sqxa	1856800
榴弹	sqxu	370367
柳绿	sqxv	606687
柳编	sqxy	276037
构词	sqyn	109223
柳州	sqyt	20454588
板式	sraa	2671011
核扩散	srae	157877
棉鞋	sraf	705981
板牙	srah	414056
棉区	srar	226390
棉花	sraw	18369411
栀子	srbb	4061129
板子	srbb	3078117
析出	srbm	808254
攀附	srbw	602715
棉套	srdd	124117
板胡	srde	103265
可控硅	srdf	1042588
相持不下	srdg	373345
棉布	srdm	3505082
查拉斯图拉	srdr	28000
查拉斯图拉如是说	srdy	46767
棉胎	srec	104258
板载	srfa	1261035
根据地	srfb	25220705
攀越	srfh	275044
板块	srfn	41504941
束手无策	srft	3256847
要看到	srgc	1072376
板球	srgg	925421
板画	srgl	140997
木质素	srgx	365402
板卡	srhh	3048329
攀上	srhh	1956094
板眼	srhv	98003
柏油	srim	2174541
柏叶	srkf	264122
模拟器	srkk	13901176
板车	srlg	1966023
棉田	srll	393204
板鸭	srlq	399162
柏拉图	srlt	2581647
攀岩	srmd	7258400
板壁	srnk	283981
板书	srnn	1727717
概括性	srnt	517322
哥白尼	srnx	556047
棉籽	srob	626545
核反应堆	srof	562004
核反应	sroi	264122
板床	sros	467675
棉农	srpe	346536
杨振宁	srps	791374
棉被	srpu	3515011
棉袄	srpu	1707858
棒打鸳鸯	srqm	385261
格杀勿论	srqy	424978
板报	srrb	1866729
攀援	srre	603708
棉质	srrf	896625
板擦	srrp	83804
攀折	srrr	196602
槐树	srsc	1340470
柏树	srsc	907548
相反相成	srsd	58484
束手束脚	srse	51434
板材	srsf	10525176
赖氨酸	srsg	797331
柏杨	srsn	1062447
柏林	srss	11518117
柏木	srss	2065317
板栗	srss	1757505
板桥	srst	2134823
可的松	srsw	398169
核技术	srsy	1241176
攀升	srta	11418823
樊笼	srtd	227383
横扫千军	srtp	761585
棉条	srts	390225
棉签	srtw	601722
束手待毙	srtx	284974
樊篱	srty	252207
攀亲	srus	227383
相提并论	sruy	3713600
棉絮	srvk	747684
可提供	srwa	10823058
攀登	srwg	8876894
板凳	srwg	8588941
可操作性	srwn	3594447
板斧	srwr	1191529
可操作	srwt	4726400
棉绒	srxa	347529
板结	srxf	379303
棉线	srxg	612644
棉纱	srxi	1846870
棉织	srxk	542145
可持续发展	srxn	13702588
攀比	srxx	2323482
棉纺	srxy	1251105
棉衣	srye	2234117
攀高	srym	1280894
本报讯	sryn	19858823
攀谈	sryo	1072376
束手就擒	sryr	794352
檄文	sryy	462710
木工	ssaa	8479717
林荫	ssab	1280894
林莽	ssad	121138
木鞋	ssaf	155891
柠檬黄	ssam	448809
梦萦	ssap	145962
禁区	ssar	8330776
林区	ssar	1966023
木匠	ssar	1757505
攀枝花	ssaw	4448376
禁药	ssax	561011
木子	ssbb	6265458
林子	ssbb	3644094
栗子	ssbb	2581647
枪杆子	ssbb	438880
木耳	ssbg	3187341
样板戏	ssca	629524
机械能	ssce	385261
木马	sscg	17674352
梦魇	ssdd	2800094
梦想成真	ssdf	3187341
机械厂	ssdg	7476847
木石	ssdg	715910
格林威治	ssdi	1946164
朽木不雕	ssdm	3554
柯达	ssdp	12908235
彬彬有礼	ssdp	1846870
酩酊大醉	ssds	567962
可想而知	ssdt	7208752
格格不入	ssdt	2373129
焚毁	ssea	925421
禁受	ssep	335614
林边	ssep	282988
禁用	sset	24823529
林地	ssfb	2651152
禁地	ssfb	2422776
西柏坡	ssfb	926414
禁运	ssfc	841021
松松垮垮	ssff	561011
梦露	ssfk	2025600
柯南	ssfm	9562023
林场	ssfn	2253976
木块	ssfn	376324
梦过	ssfp	169792
梦境	ssfu	13801882
楚楚动人	ssfw	1320611
梦到	ssgc	3107905
楚天	ssgd	4785976
橄榄球	ssgg	1727717
林带	ssgk	561011
森严	ssgo	2194400
模棱两可	ssgs	1002870
禁毒	ssgx	2154682
林肯	sshe	3842682
禁止	sshh	237312941
根本上	sshh	10624470
林壑	sshp	126103
林彪	sshw	2343341
木柴	sshx	613637
